Unnamed: 0,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,stalk_height,cap_diameter,class
516,bell,smooth,red,no,pungent,attached,distant,narrow,gray,enlarging,cup,fibrous,fibrous,yellow,white,universal,yellow,none,flaring,brown,several,urban,14.56741919,8.746874776,edible
102,bell,scaly,white,no,foul,notched,crowded,broad,gray,tapering,rooted,smooth,silky,white,gray,partial,white,none,pendant,green,abundant,grasses,14.16475586,9.676017013,poisonous
403,flat,grooves,green,no,anise,free,distant,broad,green,enlarging,equal,fibrous,fibrous,red,buff,universal,orange,one,zone,purple,scattered,urban,3.145098981,20.64296679,poisonous
270,conical,grooves,gray,yes,almond,free,distant,narrow,purple,enlarging,rooted,smooth,silky,white,gray,partial,yellow,one,cobwebby,black,scattered,paths,4.995932189,20.19405437,poisonous
1198,sunken,smooth,white,no,anise,attached,crowded,broad,black,tapering,bulbous,scaly,scaly,orange,red,partial,brown,two,sheathing,black,solitary,woods,13.21400655,14.54917131,edible
1212,conical,fibrous,buff,yes,almond,descending,distant,narrow,black,tapering,club,fibrous,smooth,pink,red,partial,brown,two,cobwebby,orange,several,leaves,5.907522206,8.179464748,edible
209,sunken,scaly,buff,yes,musty,descending,crowded,narrow,green,enlarging,rhizomorphs,fibrous,smooth,yellow,red,universal,yellow,none,cobwebby,yellow,several,waste,7.502190098,4.452843937,poisonous
892,convex,scaly,green,yes,foul,descending,distant,broad,purple,enlarging,bulbous,scaly,fibrous,gray,pink,universal,white,none,zone,brown,several,woods,3.954952857,12.21112906,poisonous
806,sunken,grooves,buff,no,almond,notched,close,broad,yellow,enlarging,rooted,silky,fibrous,cinnamon,red,universal,yellow,two,cobwebby,green,scattered,leaves,2,13.80384282,poisonous
363,conical,smooth,yellow,yes,creosote,descending,distant,narrow,brown,enlarging,equal,silky,silky,brown,buff,partial,white,none,flaring,orange,solitary,leaves,12.3019777,1.155634033,poisonous
1203,sunken,scaly,brown,yes,pungent,attached,distant,broad,white,tapering,missing,scaly,fibrous,cinnamon,red,partial,brown,one,large,black,clustered,urban,4.12673485,22.13790223,poisonous
1031,sunken,scaly,pink,no,fishy,notched,distant,narrow,red,enlarging,club,silky,fibrous,gray,white,partial,white,one,cobwebby,buff,several,waste,4.536554903,6.617439185,poisonous
669,flat,grooves,white,no,anise,notched,distant,narrow,orange,tapering,cup,fibrous,smooth,white,pink,partial,white,two,evanescent,white,numerous,meadows,14.19418029,19.21616376,poisonous
679,flat,scaly,pink,yes,foul,descending,crowded,broad,buff,tapering,bulbous,silky,silky,pink,buff,universal,white,none,pendant,purple,several,woods,12.38472513,23.24718751,edible
500,sunken,scaly,red,no,fishy,attached,crowded,narrow,green,enlarging,club,fibrous,fibrous,buff,gray,partial,white,none,flaring,yellow,solitary,waste,14.58221312,12.585506,poisonous
266,sunken,smooth,purple,no,pungent,notched,close,broad,white,enlarging,rooted,silky,scaly,white,orange,partial,orange,none,zone,brown,abundant,grasses,7.679026489,2.864659517,edible
721,conical,scaly,gray,yes,musty,descending,crowded,broad,green,enlarging,club,silky,fibrous,buff,gray,universal,yellow,one,evanescent,buff,solitary,urban,10.7231904,22.9545349,poisonous
1236,convex,grooves,purple,no,musty,free,close,broad,pink,enlarging,missing,smooth,smooth,red,white,universal,yellow,none,evanescent,black,several,grasses,12.28610534,18.55626356,poisonous
708,bell,scaly,gray,yes,fishy,free,crowded,broad,buff,enlarging,club,scaly,fibrous,cinnamon,orange,universal,yellow,two,cobwebby,purple,numerous,paths,8.740527207,9.46692905,poisonous
168,conical,scaly,gray,no,none,free,close,narrow,purple,enlarging,rhizomorphs,scaly,silky,buff,yellow,partial,white,two,evanescent,black,several,grasses,8.864380363,8.930259108,edible
1069,sunken,smooth,purple,no,foul,descending,distant,narrow,black,tapering,missing,smooth,silky,brown,white,universal,brown,two,cobwebby,white,several,waste,6.719779454,8.941441352,edible
985,sunken,smooth,purple,no,foul,attached,distant,broad,orange,enlarging,rooted,smooth,scaly,yellow,orange,partial,orange,two,sheathing,orange,clustered,grasses,8.935766554,10.98512482,poisonous
1243,conical,smooth,yellow,yes,anise,descending,close,narrow,black,tapering,rooted,smooth,silky,buff,red,universal,brown,one,sheathing,black,abundant,paths,4.404535415,13.28212137,poisonous
388,flat,grooves,buff,no,musty,attached,distant,broad,red,tapering,club,fibrous,silky,red,pink,universal,yellow,one,flaring,chocolate,numerous,paths,12.77200735,18.00486665,poisonous
43,sunken,smooth,white,no,musty,free,close,broad,buff,tapering,cup,smooth,silky,orange,orange,universal,orange,one,sheathing,buff,abundant,meadows,10.06822236,3.163006058,edible
1152,flat,fibrous,red,no,spicy,attached,crowded,narrow,purple,enlarging,rhizomorphs,scaly,silky,yellow,white,partial,white,two,flaring,orange,solitary,waste,5.155430579,22.57580006,poisonous
55,conical,scaly,white,no,fishy,attached,crowded,broad,orange,tapering,bulbous,fibrous,fibrous,cinnamon,red,universal,brown,none,flaring,brown,scattered,grasses,11.08094135,24.62508955,poisonous
166,sunken,scaly,white,no,fishy,descending,close,broad,pink,enlarging,cup,fibrous,smooth,brown,brown,partial,orange,two,zone,yellow,clustered,grasses,4.378416549,18.02502271,edible
35,convex,scaly,red,no,anise,notched,distant,broad,gray,enlarging,bulbous,smooth,silky,pink,white,partial,white,none,flaring,yellow,solitary,urban,4.386072587,8.643067012,poisonous
667,flat,scaly,white,yes,almond,free,distant,narrow,red,enlarging,equal,smooth,smooth,red,pink,universal,white,none,flaring,white,solitary,waste,13.47227432,20.06458605,poisonous
1195,flat,grooves,brown,no,none,free,close,narrow,chocolate,enlarging,rhizomorphs,silky,fibrous,cinnamon,gray,universal,white,none,sheathing,purple,clustered,woods,9.266367368,22.69864377,edible
132,sunken,smooth,green,yes,spicy,notched,close,broad,brown,enlarging,rooted,smooth,smooth,white,orange,partial,brown,one,sheathing,buff,scattered,leaves,9.289516686,20.28834648,poisonous
1096,conical,grooves,green,no,anise,descending,distant,narrow,white,enlarging,equal,scaly,smooth,brown,yellow,partial,brown,one,evanescent,buff,clustered,leaves,4.910348306,17.35109819,poisonous
36,flat,grooves,buff,no,foul,free,distant,broad,green,enlarging,missing,scaly,fibrous,orange,cinnamon,partial,brown,two,cobwebby,yellow,numerous,meadows,14.06700433,22.43855136,edible
512,conical,grooves,white,no,spicy,attached,crowded,broad,black,tapering,cup,smooth,fibrous,red,pink,universal,yellow,two,cobwebby,orange,clustered,grasses,2.674233181,14.68133987,poisonous
694,conical,scaly,gray,yes,almond,notched,crowded,narrow,chocolate,tapering,rooted,smooth,smooth,gray,yellow,partial,yellow,one,large,white,several,urban,10.67625778,6.381710506,poisonous
635,flat,smooth,purple,no,foul,free,crowded,broad,yellow,enlarging,bulbous,smooth,silky,pink,buff,universal,orange,one,none,buff,abundant,woods,8.179587539,5.377271792,poisonous
270,conical,grooves,gray,yes,almond,free,distant,narrow,purple,enlarging,rooted,smooth,silky,white,gray,partial,yellow,one,cobwebby,black,scattered,paths,4.995932189,20.19405437,poisonous
202,convex,fibrous,gray,no,creosote,descending,close,narrow,brown,tapering,missing,smooth,fibrous,brown,gray,universal,white,none,pendant,green,several,meadows,5.719265811,23.85945354,edible
766,bell,scaly,purple,no,none,attached,distant,narrow,purple,enlarging,equal,smooth,scaly,white,red,universal,white,one,flaring,orange,abundant,paths,5.422751107,13.9997574,poisonous
960,bell,fibrous,red,no,anise,notched,distant,narrow,brown,enlarging,cup,fibrous,fibrous,white,gray,universal,yellow,one,evanescent,yellow,scattered,meadows,10.39817494,1.104864503,edible
327,sunken,scaly,gray,yes,foul,free,distant,narrow,buff,tapering,cup,scaly,fibrous,gray,pink,partial,white,one,flaring,white,abundant,meadows,8.248369337,17.36386206,poisonous
1145,convex,scaly,white,no,fishy,descending,distant,broad,white,tapering,bulbous,fibrous,scaly,orange,yellow,partial,brown,one,none,white,several,paths,2.404990788,20.55333822,poisonous
213,convex,scaly,pink,no,foul,free,crowded,broad,white,enlarging,rooted,silky,scaly,orange,orange,universal,white,one,zone,black,numerous,urban,14.73120606,8.508341029,poisonous
1172,sunken,fibrous,pink,no,pungent,free,distant,narrow,orange,enlarging,equal,silky,scaly,red,yellow,partial,orange,one,large,green,scattered,meadows,10.47106453,16.23887979,edible
301,bell,fibrous,green,yes,creosote,attached,crowded,broad,brown,enlarging,rhizomorphs,scaly,smooth,brown,buff,universal,orange,two,pendant,green,solitary,grasses,5.802224848,5.709444497,poisonous
538,flat,scaly,purple,yes,musty,attached,crowded,narrow,red,enlarging,club,fibrous,fibrous,brown,orange,partial,orange,two,evanescent,buff,several,paths,12.76408247,7.265643585,poisonous
306,conical,grooves,pink,yes,spicy,descending,close,broad,chocolate,tapering,club,fibrous,silky,yellow,cinnamon,universal,brown,one,none,purple,solitary,woods,4.956055095,17.227334,poisonous
18,sunken,scaly,green,no,creosote,free,close,narrow,orange,enlarging,cup,fibrous,smooth,red,pink,partial,brown,two,evanescent,white,clustered,grasses,11.98722464,3.355868689,edible
153,flat,grooves,white,no,foul,descending,close,narrow,pink,tapering,missing,smooth,scaly,yellow,yellow,partial,white,two,flaring,brown,scattered,woods,9.16870641,14.25630381,poisonous
267,sunken,scaly,green,yes,spicy,attached,crowded,broad,chocolate,tapering,rhizomorphs,scaly,smooth,pink,yellow,partial,brown,none,cobwebby,brown,solitary,leaves,14.59117562,3.370542605,poisonous
74,bell,scaly,red,no,almond,descending,crowded,broad,buff,tapering,bulbous,silky,scaly,white,cinnamon,partial,yellow,one,sheathing,brown,solitary,grasses,5.916232348,7.922566421,edible
828,sunken,scaly,yellow,no,pungent,notched,close,broad,yellow,enlarging,missing,smooth,fibrous,orange,red,universal,brown,one,evanescent,black,several,meadows,14.9939396,17.01402982,edible
106,conical,grooves,green,no,spicy,descending,close,narrow,gray,tapering,rhizomorphs,smooth,smooth,red,brown,universal,brown,none,sheathing,black,solitary,grasses,5.046057626,5.121720586,poisonous
796,convex,smooth,buff,yes,anise,descending,crowded,broad,green,enlarging,cup,fibrous,silky,yellow,orange,partial,brown,none,cobwebby,buff,numerous,meadows,10.57354282,10.3530627,edible
770,flat,grooves,gray,yes,foul,free,crowded,broad,buff,tapering,cup,fibrous,fibrous,orange,buff,universal,orange,one,flaring,yellow,scattered,leaves,9.395849656,12.15823086,edible
304,flat,scaly,buff,yes,anise,free,close,broad,white,tapering,bulbous,smooth,scaly,buff,orange,partial,white,one,large,buff,solitary,grasses,13.05806839,17.07664913,poisonous
939,sunken,smooth,purple,yes,fishy,free,distant,narrow,pink,enlarging,equal,scaly,silky,brown,orange,universal,white,one,none,chocolate,solitary,waste,8.048314532,2.412349946,edible
195,sunken,scaly,gray,no,fishy,descending,close,narrow,buff,enlarging,missing,scaly,silky,buff,buff,universal,yellow,one,large,white,several,leaves,6.54994576,20.8991255,poisonous
482,bell,fibrous,gray,no,none,notched,distant,narrow,chocolate,enlarging,cup,silky,smooth,gray,brown,universal,orange,two,cobwebby,yellow,several,leaves,12.32669516,17.18392102,poisonous
31,flat,scaly,brown,yes,creosote,attached,close,narrow,buff,enlarging,missing,smooth,smooth,yellow,orange,partial,white,one,evanescent,yellow,abundant,urban,9.840519311,18.44626394,edible
9,conical,smooth,yellow,yes,anise,notched,crowded,narrow,brown,tapering,missing,fibrous,silky,brown,red,partial,white,two,none,orange,abundant,meadows,5.977881041,5.110797484,poisonous
535,flat,fibrous,purple,yes,none,notched,distant,broad,black,tapering,missing,silky,fibrous,brown,red,partial,brown,none,none,yellow,abundant,grasses,9.449378177,4.422287464,poisonous
406,conical,smooth,pink,yes,musty,attached,distant,broad,green,enlarging,equal,fibrous,silky,red,cinnamon,partial,yellow,one,none,chocolate,numerous,meadows,2.722751712,19.12038866,poisonous
433,bell,fibrous,green,yes,anise,notched,close,narrow,buff,enlarging,club,scaly,silky,pink,buff,partial,white,one,none,yellow,clustered,meadows,3.847916695,13.4404253,poisonous
435,sunken,fibrous,brown,yes,spicy,notched,close,narrow,green,enlarging,bulbous,scaly,silky,gray,buff,universal,brown,none,none,brown,clustered,urban,5.915643649,6.883296139,poisonous
373,bell,smooth,purple,no,fishy,free,distant,narrow,orange,enlarging,missing,fibrous,fibrous,orange,brown,universal,white,one,none,white,abundant,leaves,3.042741607,20.43924194,poisonous
678,bell,grooves,pink,yes,fishy,free,crowded,narrow,gray,enlarging,rhizomorphs,silky,silky,gray,orange,partial,yellow,two,flaring,brown,clustered,paths,6.483618628,2.76647531,poisonous
905,convex,smooth,purple,no,creosote,attached,close,narrow,brown,tapering,club,scaly,fibrous,buff,gray,universal,brown,one,sheathing,buff,solitary,grasses,3.461845374,14.15588434,poisonous
873,flat,smooth,buff,yes,pungent,free,crowded,narrow,chocolate,enlarging,bulbous,smooth,scaly,pink,cinnamon,universal,white,one,pendant,orange,several,paths,4.295152056,10.25691288,edible
942,conical,scaly,green,yes,foul,free,crowded,broad,chocolate,tapering,cup,silky,silky,red,yellow,universal,white,none,cobwebby,brown,abundant,paths,5.554529904,3.217817388,poisonous
853,conical,scaly,buff,no,foul,notched,close,narrow,white,enlarging,rooted,fibrous,fibrous,cinnamon,gray,partial,orange,none,pendant,orange,scattered,waste,2,9.06981471,poisonous
549,conical,grooves,brown,no,foul,free,distant,broad,white,tapering,rooted,smooth,fibrous,buff,gray,partial,yellow,two,large,chocolate,solitary,woods,12.20695208,5.06171479,poisonous
929,bell,grooves,pink,yes,spicy,attached,close,broad,buff,enlarging,bulbous,fibrous,fibrous,orange,red,universal,white,none,none,yellow,several,woods,3.16809473,7.842863079,edible
989,conical,grooves,pink,yes,none,attached,close,narrow,green,enlarging,rhizomorphs,fibrous,scaly,white,orange,partial,orange,none,sheathing,green,clustered,urban,6.521020629,21.18050005,poisonous
1025,bell,smooth,pink,no,none,attached,distant,narrow,black,tapering,rhizomorphs,silky,silky,orange,buff,partial,brown,one,large,purple,abundant,urban,5.866545845,5.953177313,edible
554,convex,smooth,buff,no,foul,notched,distant,broad,purple,enlarging,bulbous,smooth,smooth,brown,orange,partial,white,two,cobwebby,chocolate,abundant,leaves,13.02014459,24.20131928,edible
125,sunken,smooth,purple,yes,foul,descending,distant,broad,green,enlarging,cup,smooth,fibrous,orange,buff,partial,brown,none,large,orange,abundant,paths,14.57316803,18.773827,poisonous
146,conical,smooth,purple,yes,spicy,attached,distant,narrow,brown,tapering,missing,silky,smooth,gray,red,partial,yellow,none,cobwebby,purple,numerous,leaves,11.78080386,5.396446776,poisonous
482,bell,fibrous,gray,no,none,notched,distant,narrow,chocolate,enlarging,cup,silky,smooth,gray,brown,universal,orange,two,cobwebby,yellow,several,leaves,12.32669516,17.18392102,poisonous
48,conical,smooth,brown,no,pungent,free,crowded,broad,pink,tapering,bulbous,silky,smooth,yellow,brown,partial,yellow,one,sheathing,green,numerous,urban,9.012175809,12.41386885,poisonous
232,flat,scaly,brown,yes,creosote,free,distant,narrow,orange,tapering,bulbous,fibrous,silky,yellow,brown,partial,yellow,two,zone,white,solitary,urban,3.980998014,5.041936722,poisonous
887,sunken,scaly,red,yes,anise,notched,close,narrow,yellow,enlarging,rhizomorphs,fibrous,fibrous,buff,yellow,partial,brown,one,zone,yellow,numerous,leaves,8.761856004,7.625623153,poisonous
319,bell,fibrous,red,yes,fishy,notched,crowded,narrow,white,tapering,bulbous,fibrous,silky,pink,white,partial,brown,two,evanescent,white,solitary,urban,6.825253227,1.30178742,poisonous
242,sunken,smooth,pink,no,pungent,notched,crowded,broad,green,enlarging,missing,fibrous,scaly,pink,pink,universal,brown,two,evanescent,black,abundant,meadows,14.08828583,21.34249536,poisonous
773,convex,fibrous,yellow,yes,anise,attached,crowded,narrow,green,enlarging,rooted,fibrous,silky,brown,orange,universal,yellow,one,flaring,green,solitary,woods,12.12468685,6.303482414,poisonous
564,convex,fibrous,yellow,no,foul,free,crowded,broad,buff,tapering,bulbous,scaly,silky,gray,brown,partial,white,one,pendant,brown,numerous,paths,7.707124953,15.91187448,poisonous
256,conical,smooth,green,no,pungent,free,distant,narrow,green,enlarging,equal,fibrous,smooth,brown,orange,universal,yellow,two,sheathing,purple,scattered,meadows,11.53769582,12.96440914,poisonous
920,sunken,grooves,green,no,foul,notched,close,broad,red,tapering,club,fibrous,scaly,buff,red,partial,orange,two,evanescent,white,numerous,urban,13.31390578,23.48541509,edible
200,conical,fibrous,gray,no,fishy,attached,distant,broad,chocolate,tapering,club,fibrous,silky,yellow,white,universal,white,two,flaring,buff,numerous,woods,5.622111432,22.70886362,poisonous
472,flat,fibrous,white,yes,musty,notched,crowded,broad,black,tapering,missing,silky,smooth,pink,pink,partial,brown,one,flaring,orange,solitary,waste,2.158825662,17.46741791,poisonous
694,conical,scaly,gray,yes,almond,notched,crowded,narrow,chocolate,tapering,rooted,smooth,smooth,gray,yellow,partial,yellow,one,large,white,several,urban,10.67625778,6.381710506,poisonous
329,flat,fibrous,buff,no,foul,notched,close,narrow,buff,enlarging,club,smooth,smooth,red,yellow,universal,white,two,zone,purple,several,meadows,9.37471387,4.996384912,poisonous
260,bell,smooth,buff,yes,none,notched,close,narrow,orange,tapering,equal,fibrous,fibrous,buff,cinnamon,partial,white,two,flaring,brown,solitary,waste,9.816218122,6.136775191,poisonous
9,conical,smooth,yellow,yes,anise,notched,crowded,narrow,brown,tapering,missing,fibrous,silky,brown,red,partial,white,two,none,orange,abundant,meadows,5.977881041,5.110797484,poisonous
91,bell,smooth,red,no,almond,descending,distant,broad,red,tapering,bulbous,silky,fibrous,buff,orange,universal,yellow,two,cobwebby,black,numerous,paths,6.494949518,6.14262248,poisonous
763,bell,grooves,brown,no,pungent,attached,close,broad,gray,tapering,cup,smooth,smooth,pink,brown,universal,yellow,none,zone,brown,abundant,waste,6.887240201,2.237467945,poisonous
71,conical,fibrous,gray,no,foul,attached,close,broad,purple,tapering,cup,silky,fibrous,white,red,universal,brown,none,pendant,purple,several,grasses,7.459539617,8.21195002,poisonous
535,flat,fibrous,purple,yes,none,notched,distant,broad,black,tapering,missing,silky,fibrous,brown,red,partial,brown,none,none,yellow,abundant,grasses,9.449378177,4.422287464,poisonous
889,convex,smooth,green,yes,creosote,descending,distant,broad,chocolate,tapering,rhizomorphs,smooth,fibrous,gray,pink,universal,brown,none,pendant,buff,clustered,meadows,3.653452722,12.20992997,poisonous
1239,flat,grooves,green,no,almond,free,crowded,broad,pink,enlarging,rhizomorphs,fibrous,scaly,pink,brown,partial,white,two,flaring,orange,several,paths,7.070279661,6.763384095,poisonous
175,flat,grooves,white,yes,pungent,free,crowded,narrow,buff,tapering,cup,silky,smooth,white,yellow,universal,white,one,flaring,chocolate,clustered,woods,10.76948353,20.27051854,poisonous
269,sunken,scaly,brown,yes,none,notched,close,narrow,black,tapering,rooted,scaly,fibrous,orange,red,universal,orange,none,large,black,abundant,leaves,5.994855823,2.563013266,edible
293,sunken,grooves,brown,yes,spicy,notched,distant,narrow,white,enlarging,club,silky,scaly,white,red,universal,white,none,cobwebby,white,numerous,urban,4.053845404,1.858861777,poisonous
1166,sunken,fibrous,red,yes,foul,free,close,narrow,gray,enlarging,equal,smooth,scaly,pink,red,universal,white,two,cobwebby,yellow,clustered,woods,13.20693937,9.887640884,poisonous
57,sunken,fibrous,yellow,no,fishy,descending,distant,broad,green,enlarging,missing,silky,fibrous,white,red,universal,yellow,one,cobwebby,buff,clustered,waste,7.478859871,6.45555195,poisonous
1169,bell,fibrous,yellow,yes,pungent,free,close,narrow,black,tapering,rooted,silky,smooth,buff,gray,universal,white,none,sheathing,brown,abundant,meadows,8.265728185,23.06158997,poisonous
1279,bell,smooth,pink,no,foul,notched,distant,broad,pink,enlarging,rooted,smooth,fibrous,brown,pink,universal,brown,one,zone,black,scattered,leaves,5.291008911,5.436304152,poisonous
253,conical,fibrous,green,yes,pungent,notched,close,broad,green,tapering,club,smooth,smooth,gray,pink,universal,brown,none,cobwebby,orange,abundant,grasses,2.755057085,12.8615803,poisonous
495,convex,fibrous,buff,yes,almond,attached,crowded,narrow,pink,enlarging,rhizomorphs,smooth,smooth,buff,pink,universal,brown,two,evanescent,chocolate,clustered,woods,6.102547259,7.99553015,poisonous
803,convex,grooves,white,no,almond,descending,close,broad,black,tapering,missing,smooth,smooth,cinnamon,orange,universal,orange,one,evanescent,black,several,urban,4.737047864,23.43820846,poisonous
827,flat,grooves,purple,yes,musty,attached,crowded,narrow,black,enlarging,rhizomorphs,silky,scaly,pink,white,universal,brown,one,sheathing,buff,abundant,leaves,12.46122221,22.05491428,poisonous
1277,flat,scaly,brown,yes,foul,notched,distant,narrow,purple,tapering,cup,scaly,scaly,buff,gray,universal,white,one,pendant,buff,abundant,meadows,3.708787943,18.95846498,poisonous
423,flat,fibrous,brown,no,anise,attached,distant,narrow,red,tapering,bulbous,scaly,smooth,pink,brown,partial,yellow,none,large,yellow,solitary,meadows,14.34647875,15.4126885,poisonous
235,conical,grooves,buff,no,fishy,notched,distant,broad,buff,enlarging,rhizomorphs,smooth,scaly,cinnamon,orange,universal,yellow,none,sheathing,black,scattered,waste,12.18441072,2.154642337,poisonous
829,bell,smooth,buff,no,pungent,descending,distant,broad,orange,tapering,rhizomorphs,scaly,scaly,orange,yellow,partial,brown,none,cobwebby,yellow,solitary,urban,11.29483287,8.00458408,poisonous
263,flat,scaly,pink,no,musty,attached,close,broad,brown,enlarging,rooted,silky,fibrous,cinnamon,orange,partial,white,none,pendant,buff,several,urban,9.663932362,3.619526514,poisonous
327,sunken,scaly,gray,yes,foul,free,distant,narrow,buff,tapering,cup,scaly,fibrous,gray,pink,partial,white,one,flaring,white,abundant,meadows,8.248369337,17.36386206,poisonous
330,bell,smooth,brown,no,anise,free,distant,broad,buff,tapering,missing,scaly,smooth,red,red,partial,white,two,flaring,green,scattered,leaves,12.70235895,24.66201529,poisonous
967,conical,scaly,gray,no,spicy,free,crowded,broad,gray,tapering,rooted,fibrous,fibrous,orange,red,universal,brown,two,evanescent,white,solitary,meadows,12.73485458,4.380966632,poisonous
903,conical,scaly,green,yes,none,attached,distant,narrow,black,enlarging,club,silky,silky,orange,buff,partial,orange,none,large,black,numerous,leaves,8.234762315,1.396898896,poisonous
970,flat,smooth,gray,no,almond,descending,distant,broad,red,tapering,cup,silky,scaly,yellow,red,partial,yellow,one,cobwebby,yellow,clustered,urban,5.533112912,20.4549265,poisonous
801,bell,scaly,purple,yes,spicy,descending,distant,narrow,black,enlarging,cup,scaly,scaly,cinnamon,buff,partial,brown,none,zone,chocolate,several,paths,9.883697549,15.73854891,poisonous
652,flat,grooves,buff,no,almond,notched,crowded,narrow,yellow,enlarging,equal,scaly,smooth,yellow,buff,universal,yellow,one,zone,yellow,numerous,grasses,3.208988146,8.595436462,poisonous
968,convex,scaly,white,yes,musty,attached,close,narrow,buff,tapering,rhizomorphs,scaly,smooth,brown,pink,universal,white,two,flaring,chocolate,numerous,paths,9.683419891,13.53122043,poisonous
1072,flat,grooves,buff,no,none,free,close,broad,purple,enlarging,club,fibrous,scaly,orange,buff,universal,yellow,none,pendant,chocolate,several,woods,10.34430643,9.395295854,poisonous
167,convex,fibrous,buff,yes,creosote,free,distant,broad,buff,tapering,bulbous,smooth,scaly,cinnamon,cinnamon,partial,orange,none,zone,yellow,abundant,leaves,7.292737229,23.71237174,poisonous
1054,conical,smooth,gray,yes,foul,notched,crowded,narrow,red,enlarging,bulbous,silky,fibrous,pink,red,partial,brown,none,evanescent,white,numerous,woods,7.755409651,20.32804706,poisonous
846,conical,scaly,pink,yes,foul,free,distant,broad,purple,enlarging,missing,fibrous,silky,orange,brown,partial,white,one,sheathing,yellow,numerous,waste,8.22300995,14.07253924,poisonous
1205,bell,scaly,green,no,spicy,attached,close,broad,yellow,tapering,club,silky,fibrous,orange,white,partial,orange,one,sheathing,brown,scattered,grasses,14.05138802,17.00177954,poisonous
411,bell,smooth,white,no,pungent,free,close,narrow,orange,enlarging,rooted,scaly,fibrous,gray,pink,universal,yellow,one,cobwebby,brown,solitary,woods,11.09270294,8.423199093,poisonous
1071,conical,smooth,pink,yes,anise,descending,distant,narrow,black,enlarging,equal,scaly,scaly,red,white,universal,yellow,two,large,orange,scattered,waste,4.001456454,5.551766494,edible
797,flat,fibrous,buff,no,creosote,free,close,narrow,buff,tapering,equal,smooth,scaly,orange,red,partial,brown,none,flaring,purple,scattered,woods,10.0941156,19.04087233,poisonous
490,bell,fibrous,white,no,foul,notched,close,broad,buff,enlarging,cup,fibrous,fibrous,red,red,partial,white,none,flaring,green,scattered,leaves,2.407121119,5.55009661,edible
294,convex,smooth,green,yes,none,notched,distant,broad,green,tapering,bulbous,scaly,fibrous,brown,buff,universal,yellow,one,sheathing,chocolate,solitary,urban,10.79836444,3.963481635,poisonous
303,flat,smooth,green,yes,fishy,free,close,narrow,red,tapering,rhizomorphs,scaly,fibrous,yellow,red,universal,white,none,pendant,yellow,numerous,meadows,6.170101513,12.62337345,poisonous
1189,flat,smooth,green,yes,creosote,free,distant,narrow,chocolate,enlarging,cup,smooth,smooth,white,orange,partial,yellow,two,pendant,black,numerous,grasses,3.456348636,5.005187265,poisonous
265,convex,grooves,green,yes,fishy,notched,close,narrow,pink,tapering,missing,smooth,silky,brown,red,partial,brown,two,evanescent,yellow,abundant,woods,13.55806359,11.27001967,poisonous
914,sunken,grooves,purple,yes,none,attached,crowded,broad,green,enlarging,missing,silky,scaly,gray,gray,partial,orange,one,pendant,orange,solitary,woods,9.423559751,12.43085782,edible
147,bell,smooth,brown,yes,almond,attached,crowded,broad,white,tapering,cup,silky,smooth,brown,yellow,universal,orange,one,cobwebby,black,scattered,woods,2.383391566,16.32667851,poisonous
518,conical,fibrous,yellow,yes,anise,attached,close,broad,pink,enlarging,rhizomorphs,scaly,scaly,cinnamon,yellow,partial,yellow,none,none,orange,several,urban,7.069809634,22.50459633,edible
235,conical,grooves,buff,no,fishy,notched,distant,broad,buff,enlarging,rhizomorphs,smooth,scaly,cinnamon,orange,universal,yellow,none,sheathing,black,scattered,waste,12.18441072,2.154642337,poisonous
497,sunken,fibrous,brown,yes,fishy,descending,distant,narrow,chocolate,enlarging,rhizomorphs,silky,scaly,cinnamon,pink,partial,white,two,none,black,abundant,grasses,10.90581874,10.14136681,poisonous
714,convex,scaly,pink,no,foul,attached,close,broad,gray,tapering,rooted,fibrous,silky,cinnamon,orange,partial,orange,none,none,yellow,clustered,woods,12.08633001,23.64214159,poisonous
210,conical,grooves,brown,no,creosote,free,distant,broad,pink,enlarging,bulbous,smooth,smooth,orange,red,partial,brown,two,cobwebby,black,several,paths,13.83806494,6.945715146,poisonous
338,conical,smooth,pink,yes,creosote,descending,close,narrow,pink,tapering,bulbous,scaly,smooth,yellow,orange,universal,orange,two,large,yellow,clustered,paths,2,18.70010035,poisonous
311,conical,grooves,brown,no,pungent,descending,crowded,broad,gray,tapering,club,silky,silky,cinnamon,yellow,universal,orange,none,flaring,black,several,urban,12.98189368,2.075040138,edible
416,convex,scaly,brown,no,almond,free,close,narrow,purple,tapering,equal,fibrous,fibrous,brown,brown,partial,brown,one,cobwebby,chocolate,clustered,waste,9.465121268,2.297206845,poisonous
96,sunken,fibrous,white,no,pungent,attached,close,broad,chocolate,enlarging,equal,smooth,smooth,brown,cinnamon,partial,brown,two,sheathing,black,scattered,woods,9.867413557,23.84948522,edible
1079,flat,fibrous,pink,no,almond,notched,distant,broad,brown,enlarging,cup,fibrous,scaly,cinnamon,cinnamon,partial,white,two,cobwebby,yellow,abundant,woods,14.89245621,5.105594263,poisonous
